Unnamed,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
848,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,976,Intel HD Graphics 620,Windows 10,848.37,121318.56
849,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,977,Intel HD Graphics 520,Windows 10,849.37,78215.04
850,HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,978,Intel HD Graphics 400,No OS,850.37,15930.72
851,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,979,Nvidia GeForce GTX 1060,Windows 10,851.37,101178.72
852,Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,980,AMD Radeon R7 M445,Linux,852.37,46087.2
853,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,981,Nvidia GeForce GT 940MX,Windows 10,853.37,101391.84
854,Asus,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,982,Nvidia GeForce GTX 930MX,Windows 10,854.37,41931.36
855,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,983,Intel HD Graphics 620,Windows 10,855.37,50349.6
856,Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,984,Intel HD Graphics 505,Windows 10,856.37,23922.72
857,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,985,Intel HD Graphics 620,Windows 10,857.37,136343.52
858,Dell,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,986,Intel HD Graphics 520,Windows 10,858.37,34578.72
859,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4GB,987,Intel HD Graphics 520,No OS,859.37,24988.32
860,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,988,Intel HD Graphics 620,Windows 10,860.37,45323.1648
861,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,989,AMD Radeon R7 M465,Windows 10,861.37,71874.72
862,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,990,Intel HD Graphics 620,Windows 10,862.37,68464.8
863,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,991,Nvidia GeForce GTX 1050,No OS,863.37,54185.76
864,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,16GB,992,Intel Iris Plus Graphics 640,Windows 10,864.37,119347.2
865,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,993,Intel HD Graphics 520,Windows 10,865.37,48484.8
866,Toshiba,Ultrabook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8GB,994,Intel HD Graphics 520,Windows 10,866.37,58341.6
867,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,995,Intel HD Graphics 620,Windows 10,867.37,103896
868,Acer,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,996,Intel HD Graphics 620,Windows 10,868.37,48058.56
869,Dell,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,997,Nvidia Quadro M620,Windows 10,869.37,94731.84
870,Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,998,Intel HD Graphics 620,Windows 10,870.37,56210.4
871,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,999,AMD Radeon R5 M430,No OS,871.37,25521.12
872,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1000,Intel HD Graphics 620,Windows 10,872.37,73952.64
873,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,1001,Intel HD Graphics 620,Windows 10,873.37,39160.8
874,Samsung,Ultrabook,15,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,1002,Nvidia GeForce 940MX,Windows 10,874.37,98514.72
875,Dell,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,1003,Intel HD Graphics 620,Windows 10,875.37,90043.2
876,Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1004,Intel HD Graphics 505,Linux,876.37,21258.1872
877,Xiaomi,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1005,Nvidia GeForce 940MX,Windows 10,877.37,49816.8
878,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1006,Nvidia GeForce 940MX,Windows 10,878.37,48618
879,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1007,Intel HD Graphics 620,Windows 10,879.37,44701.92
880,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1008,Intel HD Graphics 620,Windows 10,880.37,90576
881,HP,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,4GB,1009,Intel HD Graphics 620,Windows 10,881.37,36486.144
882,Asus,Notebook,14.1,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1010,Intel HD Graphics 500,Windows 10,882.37,18541.44
883,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,1011,Nvidia GeForce 940MX,Windows 10,883.37,35644.32
884,Dell,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,1012,Intel HD Graphics,Windows 10,884.37,19660.32
885,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1013,Intel HD Graphics 620,Windows 10,885.37,95850.72
886,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1014,AMD Radeon R5 M420X,Linux,886.37,24279.696
887,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,12GB,1015,Nvidia GeForce GTX 1050,Windows 10,887.37,72988.272
888,Acer,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,1016,Intel HD Graphics 400,Chrome OS,888.37,15824.16
889,Lenovo,Notebook,17.3,1600x900,AMD A4-Series 7210 2.2GHz,4GB,1017,AMD Radeon R3,Windows 10,889.37,20193.12
890,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1018,Intel HD Graphics 620,Windows 10,890.37,67399.2
891,HP,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,1019,Intel HD Graphics 620,Windows 10,891.37,74538.72
892,Samsung,Ultrabook,15,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1020,Intel HD Graphics 620,Windows 10,892.37,90522.72
893,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1021,Intel HD Graphics 620,Windows 10,893.37,95850.72
894,MSI,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,1022,Nvidia GeForce GTX 1060,Windows 10,894.37,141138.72
895,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1023,Intel HD Graphics 620,Windows 10,895.37,78588
896,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1024,Nvidia GeForce GTX 1050Ti,Linux,896.37,49497.12
897,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1025,Nvidia GeForce 930MX,Windows 10,897.37,47952
898,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1026,AMD Radeon R5 M420X,Windows 10,898.37,32713.92
899,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,1027,Intel HD Graphics 620,Windows 10,899.37,49816.8
900,Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,8GB,1028,Intel HD Graphics 615,Windows 10,900.37,107257.968
901,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,1029,Nvidia GeForce GTX 980M,Windows 10,901.37,68145.12
902,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,16GB,1030,Intel HD Graphics 615,Windows 10,902.37,87858.72
903,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1031,Intel HD Graphics 620,Windows 10,903.37,109170.72
904,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1032,Intel HD Graphics 620,Windows 10,904.37,104588.1072
905,LG,Ultrabook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,1033,Intel HD Graphics 620,Windows 10,905.37,111834.72
906,HP,Netbook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1034,Intel HD Graphics 620,Windows 10,906.37,79014.24
907,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core 3205U 1.5GHz,4GB,1035,Intel HD Graphics,Chrome OS,907.37,19127.52
908,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,1036,Nvidia GeForce GTX 960M,Windows 10,908.37,42037.92
909,LG,Ultrabook,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1037,Intel HD Graphics 620,Windows 10,909.37,101178.72
910,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,1038,Intel HD Graphics 620,Windows 10,910.37,64202.4
911,HP,Ultrabook,12.5,4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8GB,1039,Intel HD Graphics 515,Windows 10,911.37,165168
912,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6GB,1040,Nvidia GeForce 940MX,Windows 10,912.37,42037.92
913,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1041,Nvidia GeForce 930MX,Windows 10,913.37,54291.7872
914,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,1042,Intel HD Graphics 620,Windows 10,914.37,26586.72
915,Lenovo,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1043,Intel HD Graphics 620,Windows 10,915.37,46939.68
916,HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1044,Intel HD Graphics 620,Windows 10,916.37,51148.8
917,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1045,Nvidia GeForce GTX 1050 Ti,Windows 10,917.37,85194.72
918,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1046,Nvidia GeForce GTX 1050 Ti,Windows 10,918.37,71874.72
919,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1047,Nvidia GeForce GTX 1050,Windows 10,919.37,59668.8048
920,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1048,AMD Radeon R5 M420,Windows 10,920.37,36496.2672
921,HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,1049,AMD Radeon R7 M365X,Windows 10,921.37,69103.6272
652,HP,2 in 1 Convertible,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1050,AMD Radeon R7 M365X,Windows 10,922.37,60199.84426
652,HP,2 in 1 Convertible,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1051,AMD Radeon R7 M365X,Windows 10,923.37,60199.84426
924,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1052,Intel HD Graphics 620,Windows 10,924.37,97236
925,Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,1053,Intel HD Graphics 520,Windows 10,925.37,38889.072
926,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1054,Intel HD Graphics 620,Windows 10,926.37,87912
927,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1055,Intel HD Graphics 520,Windows 10,927.37,62071.2
928,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1056,Intel HD Graphics 620,Windows 10,928.37,37725.4368
929,HP,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,4GB,1057,Intel HD Graphics 520,Windows 10,929.37,61218.72
930,Lenovo,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1058,Intel HD Graphics 505,Windows 10,930.37,16463.52
931,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,1059,Intel HD Graphics 520,Windows 10,931.37,84129.12
932,HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,1060,Intel HD Graphics 400,No OS,932.37,15392.592
933,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6560U 2.2GHz,16GB,1061,Intel Iris Graphics 540,Windows 10,933.37,95850.72
934,Toshiba,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,1062,Intel HD Graphics 520,Windows 10,934.37,58874.4
935,HP,Netbook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1063,Intel HD Graphics 520,Windows 10,935.37,88924.32
936,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1064,Intel HD Graphics 520,Windows 10,936.37,29762.208
937,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1065,Nvidia GeForce GTX 1050,Windows 10,937.37,63882.72
652,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,8GB,1066,Nvidia GeForce GTX 1050,Windows 10,938.37,60199.84426
939,Dell,Gaming,17.3,2560x1440,Intel Core i7 6820HK 2.7GHz,16GB,1067,Nvidia GeForce GTX 1080,Windows 10,939.37,146946.24
940,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,1068,Nvidia GeForce GTX 965M,Windows 10,940.37,74538.72
941,Asus,Notebook,17.3,1600x900,Intel Pentium Quad Core N3710 1.6GHz,4GB,1069,Nvidia GeForce 920MX,Windows 10,941.37,28238.4
942,Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1070,Intel HD Graphics 620,Windows 10,942.37,32980.32
943,Toshiba,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,8GB,1071,Intel HD Graphics 520,Windows 10,943.37,59620.32
944,Lenovo,2 in 1 Convertible,11.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core M m7-6Y75 1.2GHz,8GB,1072,Intel HD Graphics 515,Windows 10,944.37,69210.72
945,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,AMD FX 8800P 2.1GHz,16GB,1073,AMD Radeon R9 M385,Windows 10,945.37,53226.72
946,Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1074,Intel HD Graphics,Windows 10,946.37,78438.816
947,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1075,Nvidia GeForce 920MX,No OS,947.37,36496.8
948,Dell,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,4GB,1076,AMD Radeon R7 M445,Windows 10,948.37,35111.52
949,Acer,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,1077,Intel HD Graphics 400,Chrome OS,949.37,18594.72
950,HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8GB,1078,Nvidia Quadro M1000M,Windows 10,950.37,119826.72
951,Dell,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,1079,Intel HD Graphics 620,Windows 10,951.37,94572
952,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1080,Intel HD Graphics 520,Windows 7,952.37,77788.8
953,Asus,2 in 1 Convertible,12.5,Full HD 1920x1080,Intel Core M M7-6Y75 1.2GHz,8GB,1081,Intel HD Graphics 515,Chrome OS,953.37,61751.52
954,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,1082,Intel HD Graphics 520,Windows 10,954.37,79333.3872
955,Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,1083,Nvidia GeForce GTX 1070,Windows 10,955.37,168045.12
956,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7Y54 1.2GHz,8GB,1084,Intel HD Graphics 615,Windows 10,956.37,101178.72
957,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1085,Intel HD Graphics 505,Windows 10,957.37,41292
958,Dell,Ultrabook,13.3,Quad HD+ 3200x1800,Intel Core i7 6500U 2.5GHz,8GB,1086,Intel HD Graphics 520,Windows 10,958.37,67559.04
959,Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,1087,Intel HD Graphics 400,Chrome OS,959.37,20725.92
960,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,1088,Intel HD Graphics 520,Windows 10,960.37,81784.8
961,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,1089,Intel HD Graphics 620,Windows 10,961.37,93772.8
962,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,12GB,1090,Nvidia GeForce GTX 950M,Windows 10,962.37,53759.52
963,Toshiba,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1091,Intel HD Graphics 620,Windows 10,963.37,95371.2
964,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.50GHz,8GB,1092,Nvidia GeForce 930MX,Windows 10,964.37,45101.52
965,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1093,AMD Radeon R5 M430,Linux,965.37,24808.2336
966,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1094,Intel HD Graphics 620,Windows 10,966.37,43956
967,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,1095,Intel HD Graphics 620,Windows 10,967.37,36496.8
968,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1096,Nvidia GeForce GTX 1070,Windows 10,968.37,167778.72
969,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,1097,Nvidia GeForce 920MX,Windows 10,969.37,37029.6
970,Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,16GB,1098,Intel HD Graphics 615,Windows 10,970.37,101178.72
971,Dell,Ultrabook,14,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,1099,Intel HD Graphics 520,Windows 10,971.37,104587.5744
972,Dell,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,32GB,1100,Nvidia GeForce GTX 1070,Windows 10,972.37,149184
973,Toshiba,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1101,Intel HD Graphics 520,Windows 10,973.37,62870.4
974,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1102,Nvidia GeForce GTX 1060,Windows 10,974.37,109218.672
975,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.70GHz,8GB,1103,Nvidia GeForce 930MX,Windows 10,975.37,52161.12
976,Lenovo,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,4GB,1104,Intel HD Graphics 520,Windows 7,976.37,53386.56
977,Asus,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,16GB,1105,Nvidia GeForce GTX 950M,Windows 10,977.37,95850.72
652,Asus,Gaming,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,1106,Nvidia GeForce GTX 950M,Windows 10,978.37,60199.84426
979,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1107,Nvidia GeForce GTX 1050 Ti,Windows 10,979.37,93186.72
980,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,1108,Intel HD Graphics 620,Windows 10,980.37,69210.72
981,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,1109,Intel HD Graphics 520,Windows 7,981.37,63669.6
982,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6GB,1110,AMD Radeon 530,Windows 10,982.37,29250.72
983,Fujitsu,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,1111,Intel HD Graphics 520,Windows 10,983.37,34578.72
984,Toshiba,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,4GB,1112,Intel HD Graphics 520,Windows 10,984.37,48751.2
985,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1113,AMD Radeon R5 M430,Windows 10,985.37,31914.72
986,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1114,Intel HD Graphics 620,Windows 10,986.37,42943.68
987,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1115,Nvidia GeForce GTX 1060,Windows 10,987.37,63349.92
988,Dell,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,1116,AMD Radeon R7 M445,Windows 10,988.37,39906.72
989,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1117,Intel HD Graphics 620 ,Windows 10,989.37,59620.32
990,HP,Netbook,12.5,Full HD 1920x1080,Intel Core M 6Y75 1.2GHz,8GB,1118,Intel HD Graphics 515,Windows 10,990.37,101658.24
991,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1119,AMD Radeon 520,Windows 10,991.37,26586.72
992,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1120,Intel HD Graphics 500,No OS,992.37,14418.6336
993,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1121,Intel HD Graphics 520,Windows 10,993.37,71874.72
652,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1122,Intel HD Graphics 520,Windows 10,994.37,60199.84426
995,Asus,Notebook,13.3,Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,1123,Intel HD Graphics 620,Windows 10,995.37,61272
996,HP,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1124,Intel HD Graphics 620,Windows 10,996.37,71874.72
997,Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1125,Intel HD Graphics 505,Windows 10,997.37,20246.4
998,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1126,Nvidia GeForce GTX 1050 Ti,Windows 10,998.37,95850.72
999,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1127,Intel HD Graphics 620,Windows 10,999.37,111301.92
1000,Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1128,Nvidia GeForce GTX 1050,Windows 10,1000.37,67132.8
1001,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1129,Intel HD Graphics 620,Windows 10,1001.37,63349.92
1002,Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,1130,Intel HD Graphics 620,Windows 10,1002.37,29144.16
1003,HP,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1131,Intel HD Graphics 620,Windows 10,1003.37,41505.12
1004,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,1132,Intel HD Graphics 520,Windows 10,1004.37,63669.6
1005,HP,Notebook,14,1366x768,Intel Core i5 6300U 2.4GHz,4GB,1133,Intel HD Graphics 520,Windows 10,1005.37,58607.4672
1006,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1134,Intel HD Graphics 620,Windows 10,1006.37,64202.4
1007,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,1135,Intel HD Graphics 520,Windows 7,1007.37,77202.72
1008,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1136,Nvidia GeForce 930MX,Windows 10,1008.37,55904.5728
1009,HP,Notebook,14,1366x768,Intel Core i3 7100U 2.4GHz,4GB,1137,Intel HD Graphics 620,Windows 10,1009.37,36443.52
1010,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1138,Nvidia GeForce GTX 1050,Windows 10,1010.37,50562.72
1011,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1139,Intel HD Graphics 620,Windows 10,1011.37,81997.92
1012,HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1140,Intel HD Graphics 620,Windows 10,1012.37,84715.2
1013,HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,1141,Intel HD Graphics 520,Windows 10,1013.37,100550.5488
1014,HP,Notebook,13.3,1366x768,Intel Core i3 7100U 2.4GHz,4GB,1142,Intel HD Graphics 620,Windows 10,1014.37,42624
1015,Toshiba,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8GB,1143,Intel HD Graphics 520,Windows 10,1015.37,64468.8
